app,module_id,sub_app,question_id,source_question_id,level,response_type,max_marks,prompt,correct_answer,answer_choices,accepted_answers,audio_path,audio_exists,question_asset,answer_asset,score_asset,instrument,family,clip_type,difficulty,composer,work,movement,performer,source,rights,notes
Instrument Identifier,instrument-identifier,Instrument recognition,II037,,Mastering,multiple-choice,1,Identify the solo instrument.,VIOLA,,VIOLA,modules/instrument-identifier/audio/II037.mp3,yes,,,,VIOLA,Strings,Piano Accomp.,HARD,Schumann,Marchenbilder Op. 113,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II038,,Mastering,multiple-choice,1,Identify the solo instrument.,VIOLA,,VIOLA,modules/instrument-identifier/audio/II038.mp3,yes,,,,VIOLA,Strings,Piano Accomp.,HARD,Schumann,Marchenbilder Op. 113,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II039,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II039.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Cello Suite No. 3 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II040,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II040.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Cello Suite No. 3 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II041,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II041.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Cello Suite No. 3 (6),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II042,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II042.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Cello Suite No. 3 (6),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II043,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II043.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,,Cello Sonata - 3 Finale,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II044,,Mastering,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II044.mp3,yes,,,,CELLO,Strings,Piano Accomp.,HARD,,Cello Sonata - 3 Finale,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II045,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II045.mp3,yes,,,,CELLO,Strings,Piano Accomp.,MEDIUM,,Cello Sonata - 3 Finale,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II046,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II046.mp3,yes,,,,CELLO,Strings,Piano Accomp.,MEDIUM,,Cello Sonata - 3 Finale,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II047,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II047.mp3,yes,,,,CELLO,Strings,Piano Accomp.,MEDIUM,,Cello Sonata - 3 Finale,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II048,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II048.mp3,yes,,,,CELLO,Strings,Orchestral,MEDIUM,Elgar,Cello Concerto Op. 85,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II049,,Mastering,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II049.mp3,yes,,,,CELLO,Strings,Orchestral,HARD,Elgar,Cello Concerto Op. 85,,,MusOpen,PD,High Range
Instrument Identifier,instrument-identifier,Instrument recognition,II050,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II050.mp3,yes,,,,CELLO,Strings,Orchestral,MEDIUM,Elgar,Cello Concerto Op. 85,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II051,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II051.mp3,yes,,,,CELLO,Strings,Orchestral,MEDIUM,Elgar,Cello Concerto Op. 85,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II052,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II052.mp3,yes,,,,CELLO,Strings,Orchestral,MEDIUM,Elgar,Cello Concerto Op. 85,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II053,,Mastering,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II053.mp3,yes,,,,CELLO,Strings,Piano Accomp.,HARD,Debussy,Cello Sonata (2) Moderramente Anime,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II054,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II054.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Debussy,Cello Sonata (2) Moderramente Anime,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II055,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II055.mp3,yes,,,,CELLO,Strings,Piano Accomp.,MEDIUM,Debussy,Cello Sonata (2) Moderramente Anime,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II056,,Mastering,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II056.mp3,yes,,,,CELLO,Strings,Orchestral,HARD,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II057,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II057.mp3,yes,,,,CELLO,Strings,Orchestral,MEDIUM,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II058,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II058.mp3,yes,,,,CELLO,Strings,Orchestral,EASY,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II059,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II059.mp3,yes,,,,CELLO,Strings,Orchestral,EASY,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II060,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II060.mp3,yes,,,,CELLO,Strings,Orchestral,EASY,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II061,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II061.mp3,yes,,,,CELLO,Strings,Orchestral,EASY,Elgar,Cello Concerto Op. 85 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II062,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II062.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Debussy,Cello Sonata (2) Serenade,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II063,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II063.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Debussy,Cello Sonata (2) Serenade,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II064,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II064.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Debussy,Cello Sonata (2) Serenade,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II065,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II065.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Debussy,Cello Sonata (2) Serenade,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II066,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II066.mp3,yes,,,,CELLO,Strings,Orchestral,MEDIUM,Haydn,Cello Concerto HOB VIId (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II067,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II067.mp3,yes,,,,CELLO,Strings,Orchestral,EASY,Haydn,Cello Concerto HOB VIId (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II068,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II068.mp3,yes,,,,CELLO,Strings,Orchestral,MEDIUM,Haydn,Cello Concerto HOB VIId (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II069,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II069.mp3,yes,,,,CELLO,Strings,Orchestral,MEDIUM,Haydn,Cello Concerto HOB VIId (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II070,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II070.mp3,yes,,,,CELLO,Strings,Harpsichord,EASY,Vivaldi,Sonata No. 5 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II071,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II071.mp3,yes,,,,CELLO,Strings,Harpsichord,EASY,Vivaldi,Sonata No. 5 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II072,,Developing,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II072.mp3,yes,,,,CELLO,Strings,Solo,MEDIUM,Bach,Cello Suite No.3 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II073,,Developing,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II073.mp3,yes,,,,CELLO,Strings,Solo,MEDIUM,Bach,Cello Suite No.3 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II074,,Developing,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II074.mp3,yes,,,,CELLO,Strings,Solo,MEDIUM,Bach,Cello Suite No.3 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II075,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II075.mp3,yes,,,,CELLO,Strings,Orchestral,EASY,Chopin,Cello Sonata Op.65 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II076,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II076.mp3,yes,,,,CELLO,Strings,Orchestral,EASY,Chopin,Cello Sonata Op.65 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II077,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II077.mp3,yes,,,,CELLO,Strings,Orchestral,EASY,Chopin,Cello Sonata Op.65 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II078,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II078.mp3,yes,,,,CELLO,Strings,Orchestral,EASY,Chopin,Cello Sonata Op.65 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II079,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II079.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Cello Suite No.3 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II080,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II080.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Cello Suite No.3 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II081,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II081.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Cello Suite No.3 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II082,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II082.mp3,yes,,,,CELLO,Strings,Harpsichord,EASY,Vivaldi,Sonata No. 5 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II083,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II083.mp3,yes,,,,CELLO,Strings,Harpsichord,EASY,Vivaldi,Sonata No. 5 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II084,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II084.mp3,yes,,,,CELLO,Strings,Harpsichord,EASY,Vivaldi,Sonata No. 5 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II085,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II085.mp3,yes,,,,CELLO,Strings,Harpsichord,EASY,Vivaldi,Sonata No. 5 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II086,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II086.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,,Cello Sonata Op.1 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II087,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II087.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,,Cello Sonata Op.1 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II088,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II088.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,,Cello Sonata Op.1 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II089,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II089.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,,Cello Sonata Op.1 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II090,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II090.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Beethoven,Cello Sonata Op. 69 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II091,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II091.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Beethoven,Cello Sonata Op. 69 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II092,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II092.mp3,yes,,,,CELLO,Strings,Piano Accomp.,MEDIUM,Beethoven,Cello Sonata Op. 69 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II093,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II093.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Beethoven,Cello Sonata Op. 69 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II094,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,CELLO,modules/instrument-identifier/audio/II094.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Beethoven,Cello Sonata Op. 69 (1),,,MusOpen,PD,
